id;dt_ocorrencia;uf;regiao;classificacao_da_ocorrencia
6829;21/04/2016;RJ;Sudeste;Incidente
6545;12/04/2016;SP;Sudeste;Ocorrência Anormal
6543;29/04/2016;PR;Sul;Ocorrência Anormal
6542;28/04/2016;DF;Centro-Oeste;Incidente
6541;26/04/2016;SP;Sudeste;Ocorrência Anormal
6540;01/12/2009;SP;Sudeste;Incidente Grave
6539;23/03/2016;SC;Sul;Incidente
6538;23/03/2016;PE;Nordeste;Ocorrência Anormal
6537;22/03/2016;MT;Centro-Oeste;Acidente
6536;22/03/2016;SP;Sudeste;Ocorrência Anormal
6535;08/05/2017;PE;Nordeste;Incidente
6534;13/08/2015;MT;Centro-Oeste;Incidente
6533;11/08/2015;SP;Sudeste;Acidente
6533;11/08/2015;SP;Sudeste;Acidente
6532;11/08/2015;SP;Sudeste;Incidente Grave
6532;11/08/2015;SP;Sudeste;Incidente Grave
6531;24/10/2015;SP;Sudeste;Incidente
6303;21/11/2014;MT;Centro-Oeste;Incidente
6302;14/11/2014;PR;Sul;Incidente
6301;09/01/2015;SC;Sul;Ocorrência Anormal
6300;14/01/2015;PI;Nordeste;Acidente
6299;26/10/2014;MG;Sudeste;Incidente Grave
6299;26/10/2014;MG;Sudeste;Incidente Grave
6298;02/11/2014;SP;Sudeste;Incidente
6297;29/10/2014;RJ;Sudeste;Ocorrência Anormal
6296;28/10/2014;SP;Sudeste;Incidente Grave
6295;22/10/2014;MS;Centro-Oeste;Acidente
6294;17/10/2014;MG;Sudeste;Acidente
6293;16/10/2014;RJ;Sudeste;Incidente
6292;10/10/2014;SP;Sudeste;Incidente
6291;12/09/2016;MG;Sudeste;Incidente
6290;15/09/2016;SP;Sudeste;Incidente
6289;08/09/2016;SP;Sudeste;Incidente
7066;07/01/2017;MS;Centro-Oeste;Incidente Grave
7065;11/01/2017;RS;Sul;Acidente
7064;14/12/2016;RJ;Sudeste;Incidente
7062;07/11/2016;MG;Sudeste;Incidente
7061;11/11/2016;MG;Sudeste;Incidente
7060;15/09/2016;PA;Norte;Acidente
7059;01/11/2016;PR;Sul;Incidente
7058;14/11/2016;MS;Centro-Oeste;Acidente
7058;14/11/2016;MS;Centro-Oeste;Acidente
7057;20/11/2016;SP;Sudeste;Incidente
7055;19/11/2016;RJ;Sudeste;Acidente
7056;18/11/2016;PR;Sul;Incidente
7054;08/10/2016;BA;Nordeste;Incidente
7053;12/10/2016;PR;Sul;Incidente
7052;08/10/2016;SP;Sudeste;Acidente
7052;08/10/2016;SP;Sudeste;Acidente
7051;03/10/2016;SP;Sudeste;Ocorrência de Solo
7050;09/11/2016;SP;Sudeste;Ocorrência de Solo
6826;06/06/2016;CE;Nordeste;Incidente Grave
6825;04/05/2016;PR;Sul;Ocorrência de Solo
6824;04/05/2016;RS;Sul;Ocorrência Anormal
6823;05/05/2016;RS;Sul;Incidente
6822;14/04/2016;MG;Sudeste;Incidente
6821;14/04/2016;SP;Sudeste;Incidente
6820;14/04/2016;SP;Sudeste;Incidente
6820;14/04/2016;SP;Sudeste;Incidente
6819;13/04/2016;MT;Centro-Oeste;Acidente
6819;13/04/2016;MT;Centro-Oeste;Acidente
6818;26/09/2016;PR;Sul;Acidente
6816;17/09/2016;BA;Nordeste;Acidente
6818;26/09/2016;PR;Sul;Acidente
6817;24/09/2016;PR;Sul;Incidente
6816;17/09/2016;BA;Nordeste;Acidente
6815;16/09/2016;MG;Sudeste;Acidente
6814;04/04/2016;SP;Sudeste;Ocorrência Anormal
6813;04/04/2016;PR;Sul;Ocorrência Anormal
6812;03/04/2016;SP;Sudeste;Ocorrência Anormal
6529;23/10/2015;RO;Norte;Incidente Grave
6529;23/10/2015;RO;Norte;Incidente Grave
6528;21/10/2015;MS;Centro-Oeste;Acidente
6528;21/10/2015;MS;Centro-Oeste;Acidente
6527;22/10/2015;MT;Centro-Oeste;Ocorrência Anormal
6530;22/10/2015;GO;Centro-Oeste;Ocorrência Anormal
6526;22/10/2015;SP;Sudeste;Incidente
6523;22/10/2015;MT;Centro-Oeste;Acidente
6522;18/10/2015;MG;Sudeste;Acidente
6521;19/10/2015;MG;Sudeste;Ocorrência Anormal
6520;20/10/2015;MG;Sudeste;Ocorrência Anormal
6519;20/10/2015;SC;Sul;Ocorrência Anormal
6518;20/10/2015;MG;Sudeste;Ocorrência Anormal
6517;17/10/2015;CE;Nordeste;Incidente
6516;18/10/2015;SP;Sudeste;Incidente Grave
6515;11/10/2015;SP;Sudeste;Incidente
6514;08/10/2015;RJ;Sudeste;Incidente Grave
6513;10/10/2015;SP;Sudeste;Ocorrência de Solo
6288;01/09/2016;SP;Sudeste;Incidente
6287;15/12/2016;PR;Sul;Incidente
6286;07/12/2016;GO;Centro-Oeste;Incidente
6286;07/12/2016;GO;Centro-Oeste;Incidente
6285;30/11/2016;MT;Centro-Oeste;Ocorrência de Solo
6284;19/12/2016;SP;Sudeste;Incidente
6283;16/12/2014;SP;Sudeste;Acidente
6283;16/12/2014;SP;Sudeste;Acidente
6282;14/12/2014;SP;Sudeste;Acidente
6281;15/12/2014;RJ;Sudeste;Ocorrência Anormal
6280;15/12/2014;PA;Norte;Incidente
6278;06/11/2014;SP;Sudeste;Ocorrência de Solo
6277;02/11/2014;PR;Sul;Incidente
6279;07/12/2014;PR;Sul;Acidente
6276;04/11/2014;SP;Sudeste;Incidente
7049;11/10/2016;SP;Sudeste;Acidente
7048;24/09/2016;RS;Sul;Acidente
7047;08/10/2016;SP;Sudeste;Acidente
7046;13/10/2016;SP;Sudeste;Incidente
7045;15/10/2016;SP;Sudeste;Incidente
7044;21/10/2016;PE;Nordeste;Acidente
7044;21/10/2016;PE;Nordeste;Acidente
7037;05/08/2016;RJ;Sudeste;Incidente
7043;13/09/2016;PR;Sul;Incidente
7042;10/09/2016;RJ;Sudeste;Acidente
7041;13/09/2016;DF;Centro-Oeste;Incidente
7040;31/08/2016;MG;Sudeste;Incidente Grave
7039;13/09/2016;SP;Sudeste;Ocorrência de Solo
7038;08/09/2016;RS;Sul;Acidente
7038;08/09/2016;RS;Sul;Acidente
7036;10/08/2016;GO;Centro-Oeste;Acidente
6804;27/04/2016;SP;Sudeste;Ocorrência Anormal
6803;28/03/2016;PA;Norte;Incidente Grave
6802;26/03/2016;BA;Nordeste;Acidente
7036;10/08/2016;GO;Centro-Oeste;Acidente
7035;11/08/2016;RJ;Sudeste;Incidente
7034;02/07/2016;BA;Nordeste;Incidente
6810;30/04/2016;MG;Sudeste;Acidente
6808;25/04/2016;PR;Sul;Incidente
6811;03/04/2016;PA;Norte;Incidente
6809;26/04/2016;MT;Centro-Oeste;Acidente
6807;27/04/2016;SP;Sudeste;Ocorrência Anormal
6806;27/04/2016;RS;Sul;Incidente
6805;27/04/2016;PA;Norte;Incidente
6801;26/03/2016;SP;Sudeste;Ocorrência Anormal
6800;26/03/2016;CE;Nordeste;Ocorrência Anormal
6799;03/04/2016;ES;Sudeste;Incidente Grave
6798;03/04/2016;SP;Sudeste;Ocorrência Anormal
6797;02/04/2016;MA;Nordeste;Acidente
6796;02/04/2016;SP;Sudeste;Incidente
6795;04/03/2016;PR;Sul;Ocorrência Anormal
6794;04/03/2016;PR;Sul;Ocorrência Anormal
6793;03/03/2016;SP;Sudeste;Ocorrência Anormal
6792;03/03/2016;RS;Sul;Incidente
6512;08/10/2015;DF;Centro-Oeste;Incidente
6511;03/10/2015;RS;Sul;Ocorrência Anormal
6510;06/10/2015;MS;Centro-Oeste;Acidente
6508;07/10/2015;GO;Centro-Oeste;Incidente
6509;30/09/2015;GO;Centro-Oeste;Incidente Grave
6507;07/10/2015;GO;Centro-Oeste;Incidente
6506;03/10/2015;AM;Norte;Incidente
6505;01/10/2015;RJ;Sudeste;Incidente
6498;09/01/2016;MT;Centro-Oeste;Acidente
6504;03/10/2015;DF;Centro-Oeste;Incidente
6503;25/03/2016;SP;Sudeste;Incidente
6502;25/03/2016;SP;Sudeste;Incidente Grave
6502;25/03/2016;SP;Sudeste;Incidente Grave
6501;24/03/2016;SP;Sudeste;Incidente
6500;23/03/2016;SC;Sul;Ocorrência Anormal
6499;08/01/2016;SC;Sul;Ocorrência Anormal
6497;07/01/2016;MG;Sudeste;Ocorrência Anormal
6275;03/11/2014;RJ;Sudeste;Incidente Grave
6274;03/11/2014;PR;Sul;Incidente
6273;21/10/2014;SP;Sudeste;Ocorrência Anormal
6272;22/10/2014;RS;Sul;Acidente
6271;10/10/2014;SP;Sudeste;Ocorrência Anormal
6268;08/10/2014;RS;Sul;Acidente
6266;30/11/2015;GO;Centro-Oeste;Incidente
6270;03/10/2014;SP;Sudeste;Incidente
6269;07/10/2014;BA;Nordeste;Incidente
6265;28/11/2015;MG;Sudeste;Ocorrência Anormal
7033;02/07/2016;PA;Norte;Acidente
6267;08/10/2014;PR;Sul;Ocorrência Anormal
7032;30/06/2016;SP;Sudeste;Incidente Grave
7031;11/02/2015;GO;Centro-Oeste;Acidente
7025;04/06/2016;SC;Sul;Incidente
7030;28/06/2016;CE;Nordeste;Incidente
7029;26/06/2016;PR;Sul;Acidente
7029;26/06/2016;PR;Sul;Acidente
7028;26/06/2016;SP;Sudeste;Acidente
7027;15/05/2016;RS;Sul;Incidente
7026;06/06/2016;SP;Sudeste;Ocorrência de Solo
7024;03/06/2016;MS;Centro-Oeste;Incidente
7023;02/06/2016;PR;Sul;Incidente Grave
7022;29/05/2016;GO;Centro-Oeste;Acidente
7021;26/05/2016;CE;Nordeste;Incidente
7020;26/05/2016;MG;Sudeste;Acidente
7019;23/05/2016;SC;Sul;Acidente
7018;17/05/2016;MG;Sudeste;Acidente
6791;26/04/2016;SP;Sudeste;Ocorrência Anormal
6790;26/04/2016;PE;Nordeste;Incidente
6789;25/04/2016;PR;Sul;Acidente
6788;01/05/2016;PR;Sul;Acidente
6787;02/05/2016;SP;Sudeste;Acidente
6786;01/05/2016;RS;Sul;Acidente
6785;29/04/2016;SP;Sudeste;Ocorrência Anormal
6784;30/03/2016;PR;Sul;Ocorrência Anormal
6781;27/03/2016;SP;Sudeste;Acidente
6781;27/03/2016;SP;Sudeste;Acidente
6782;30/03/2016;SC;Sul;Acidente
6782;30/03/2016;SC;Sul;Acidente
6780;12/07/2016;SP;Sudeste;Incidente
6779;08/07/2016;SP;Sudeste;Acidente
6778;17/07/2016;CE;Nordeste;Incidente
6777;22/03/2016;PE;Nordeste;Ocorrência Anormal
6776;22/03/2016;PA;Norte;Incidente
6775;22/03/2016;SP;Sudeste;Ocorrência Anormal
6774;21/03/2016;BA;Nordeste;Acidente
6773;03/03/2016;SC;Sul;Ocorrência Anormal
6772;03/03/2016;PR;Sul;Ocorrência Anormal
30447;24/11/2021;PR;Sul;Incidente
30448;25/11/2021;MG;Sudeste;Incidente
31797;18/04/2022;GO;Centro-Oeste;Acidente
31797;18/04/2022;GO;Centro-Oeste;Acidente
31798;10/04/2022;PR;Sul;Incidente Grave
31807;09/04/2022;AM;Norte;Incidente
35487;09/12/2022;AC;Norte;Incidente
37087;17/04/2023;MG;Sudeste;Incidente
37309;15/05/2023;;;Incidente
37432;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
37433;26/05/2023;MA;Nordeste;Ocorrência Anormal
27903;11/04/2021;MG;Sudeste;Incidente Grave
27904;15/04/2021;SP;Sudeste;Acidente
27905;14/03/2021;SP;Sudeste;Incidente
27923;20/04/2021;PA;Norte;Incidente
28003;01/05/2021;GO;Centro-Oeste;Incidente Grave
28243;22/05/2021;RJ;Sudeste;Incidente Grave
28244;18/05/2021;SP;Sudeste;Acidente
36868;30/06/2019;MG;Sudeste;Ocorrência Anormal
28245;08/05/2021;MG;Sudeste;Acidente
28323;01/06/2021;BA;Nordeste;Incidente
28324;02/06/2021;RJ;Sudeste;Acidente
35149;25/11/2022;RS;Sul;Incidente Grave
35149;25/11/2022;RS;Sul;Incidente Grave
28325;03/06/2021;SC;Sul;Incidente
30323;02/09/2017;RS;Sul;Acidente
32548;23/06/2022;SP;Sudeste;Incidente
34826;28/02/2020;PR;Sul;Acidente
35149;25/11/2022;RS;Sul;Incidente Grave
35149;25/11/2022;RS;Sul;Incidente Grave
35708;27/12/2022;RJ;Sudeste;Incidente
36706;11/03/2023;MG;Sudeste;Acidente
36707;06/03/2023;RJ;Sudeste;Incidente
36708;13/03/2023;MT;Centro-Oeste;Acidente
36708;13/03/2023;MT;Centro-Oeste;Acidente
36870;21/03/2023;PR;Sul;Ocorrência Anormal
36870;21/03/2023;PR;Sul;Ocorrência Anormal
37786;05/06/2023;MG;Sudeste;Incidente
37908;30/06/2023;RN;Nordeste;Incidente
39891;30/10/2023;SP;Sudeste;Incidente
40169;10/10/2023;SC;Sul;Incidente
40895;31/05/2023;BA;Nordeste;Incidente
41028;06/11/2023;MG;Sudeste;Incidente
41112;10/11/2023;SC;Sul;Incidente
41490;27/09/2023;SP;Sudeste;Incidente
41591;29/12/2023;BA;Nordeste;Incidente
41592;30/12/2023;RS;Sul;Incidente
36905;16/12/2019;SP;Sudeste;Ocorrência Anormal
36905;16/12/2019;SP;Sudeste;Ocorrência Anormal
36896;30/03/2023;SP;Sudeste;Incidente Grave
36896;30/03/2023;SP;Sudeste;Incidente Grave
36903;19/12/2019;SC;Sul;Ocorrência Anormal
36904;16/12/2019;SP;Sudeste;Ocorrência Anormal
36905;16/12/2019;SP;Sudeste;Ocorrência Anormal
36966;04/04/2023;RR;Norte;Incidente
36967;06/04/2023;MS;Centro-Oeste;Incidente
36968;25/03/2023;RJ;Sudeste;Incidente
37088;30/03/2023;MG;Sudeste;Incidente
37093;22/04/2023;MS;Centro-Oeste;Incidente Grave
35946;23/09/1981;SC;Sul;Acidente
37089;08/04/2023;RS;Sul;Incidente
37306;18/05/2023;ES;Sudeste;Incidente
37507;14/05/2023;RJ;Sudeste;Incidente
37566;06/06/2023;SP;Sudeste;Incidente
37788;19/06/2023;RS;Sul;Acidente
33186;27/07/2022;PA;Norte;Incidente
34466;08/10/2022;PR;Sul;Incidente
37086;09/04/2023;SP;Sudeste;Incidente
34567;19/10/2022;SP;Sudeste;Acidente
37028;13/04/2023;MT;Centro-Oeste;Acidente
35966;16/01/2023;RJ;Sudeste;Incidente
36352;11/02/2023;RS;Sul;Incidente Grave
37028;13/04/2023;MT;Centro-Oeste;Acidente
37028;13/04/2023;MT;Centro-Oeste;Acidente
37028;13/04/2023;MT;Centro-Oeste;Acidente
37147;06/04/2023;MG;Sudeste;Ocorrência Anormal
37148;08/04/2023;MG;Sudeste;Ocorrência Anormal
37150;30/12/2018;Exterior;;Incidente
37151;22/08/2018;Exterior;;Incidente
38247;04/07/2023;MG;Sudeste;Incidente
38248;07/08/2023;SP;Sudeste;Incidente
40786;29/11/2023;PA;Norte;Incidente
40787;10/05/2023;AC;Norte;Incidente
40788;29/08/2023;BA;Nordeste;Incidente
40789;29/11/2023;CE;Nordeste;Incidente
41111;10/11/2023;SP;Sudeste;Incidente
41342;24/11/2023;SP;Sudeste;Incidente
41344;25/11/2023;PR;Sul;Incidente
28326;28/05/2021;SP;Sudeste;Incidente
28364;05/06/2021;SP;Sudeste;Incidente Grave
28363;03/06/2021;BA;Nordeste;Acidente
28363;03/06/2021;BA;Nordeste;Acidente
28364;05/06/2021;SP;Sudeste;Incidente Grave
28483;16/06/2021;GO;Centro-Oeste;Incidente Grave
28485;18/06/2021;MS;Centro-Oeste;Incidente Grave
28366;06/06/2021;SP;Sudeste;Incidente
28484;17/06/2021;SP;Sudeste;Incidente
28486;14/06/2021;GO;Centro-Oeste;Incidente Grave
29904;10/10/2021;SP;Sudeste;Incidente
28487;17/06/2021;DF;Centro-Oeste;Incidente Grave
29683;20/09/2021;AM;Norte;Incidente
29684;21/09/2021;MG;Sudeste;Incidente
31434;28/02/2022;SP;Sudeste;Ocorrência Anormal
29903;09/10/2021;PA;Norte;Incidente
29943;14/10/2021;MT;Centro-Oeste;Incidente
29944;19/10/2021;BA;Nordeste;Incidente
29945;13/10/2021;GO;Centro-Oeste;Incidente Grave
29946;15/10/2021;SP;Sudeste;Incidente
30223;02/11/2021;ES;Sudeste;Incidente
30224;31/10/2021;MS;Centro-Oeste;Incidente
31950;22/04/2022;RR;Norte;Acidente
36607;03/03/2023;MT;Centro-Oeste;Acidente
36607;03/03/2023;MT;Centro-Oeste;Acidente
37146;28/07/2018;Exterior;;Incidente
37149;17/04/2023;RJ;Sudeste;Incidente
37322;23/01/2020;Exterior;;Incidente Grave
37367;12/05/2023;SP;Sudeste;Incidente
39487;19/09/2023;PI;Nordeste;Incidente
37826;21/06/2023;SP;Sudeste;Incidente
37966;06/07/2023;AM;Norte;Incidente
38233;24/07/2023;MG;Sudeste;Incidente
38237;17/07/2023;PE;Nordeste;Incidente
38238;26/07/2023;MG;Sudeste;Incidente
38389;23/06/2023;SP;Sudeste;Incidente
38390;11/08/2023;RJ;Sudeste;Incidente
38393;03/08/2023;;;Incidente
38393;03/08/2023;;;Incidente
38399;26/06/2023;PR;Sul;Acidente
38466;23/08/2023;SP;Sudeste;Incidente
38526;28/08/2023;SP;Sudeste;Incidente
38529;16/08/2023;SP;Sudeste;Incidente
38727;04/09/2023;SP;Sudeste;Incidente Grave
38727;04/09/2023;SP;Sudeste;Incidente Grave
38732;07/09/2023;PR;Sul;Incidente
30945;28/12/2021;PR;Sul;Incidente
32506;13/06/2022;RS;Sul;Incidente
32507;19/06/2022;PA;Norte;Incidente
31229;28/01/2022;BA;Nordeste;Ocorrência Anormal
32086;06/05/2022;SC;Sul;Ocorrência Anormal
32966;20/07/2022;MG;Sudeste;Incidente
33586;20/08/2022;SP;Sudeste;Incidente Grave
33587;19/08/2022;MS;Centro-Oeste;Incidente Grave
34287;16/09/2022;PR;Sul;Incidente
34288;10/07/2022;RJ;Sudeste;Incidente
34828;05/11/2022;RJ;Sudeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36126;24/01/2023;MT;Centro-Oeste;Incidente
36307;28/01/2023;SP;Sudeste;Incidente
37098;11/04/2018;Exterior;;Incidente
32288;05/06/2022;RN;Nordeste;Acidente
32289;02/06/2022;SP;Sudeste;Incidente
32290;27/05/2022;MS;Centro-Oeste;Acidente
32927;07/05/2006;SP;Sudeste;Acidente
35006;17/11/2022;RS;Sul;Incidente
35486;11/12/2022;SP;Sudeste;Incidente
35627;21/12/2022;GO;Centro-Oeste;Acidente
35627;21/12/2022;GO;Centro-Oeste;Acidente
36368;15/02/2023;GO;Centro-Oeste;Acidente
36368;15/02/2023;GO;Centro-Oeste;Acidente
36369;16/02/2023;SP;Sudeste;Ocorrência Anormal
36371;30/01/2023;SP;Sudeste;Incidente
36373;09/02/2023;DF;Centro-Oeste;Incidente
36374;16/02/2023;MG;Sudeste;Ocorrência Anormal
36606;12/03/2023;SP;Sudeste;Incidente
37007;13/04/2023;PR;Sul;Incidente
37067;13/04/2023;PR;Sul;Ocorrência Anormal
30383;06/11/2021;DF;Centro-Oeste;Acidente
30383;06/11/2021;DF;Centro-Oeste;Acidente
35007;16/11/2022;RJ;Sudeste;Incidente
35007;16/11/2022;RJ;Sudeste;Incidente
35847;06/01/2023;SP;Sudeste;Acidente
36895;30/09/2019;RS;Sul;Ocorrência Anormal
37166;04/05/2023;SP;Sudeste;Incidente
37429;30/05/2023;BA;Nordeste;Incidente Grave
37429;30/05/2023;BA;Nordeste;Incidente Grave
37429;30/05/2023;BA;Nordeste;Incidente Grave
38251;16/07/2023;SP;Sudeste;Incidente
38288;26/07/2023;MG;Sudeste;Incidente
38606;30/08/2023;MT;Centro-Oeste;Incidente
38607;30/08/2023;SC;Sul;Incidente
39334;12/09/2023;PB;Nordeste;Incidente
39335;07/09/2023;PA;Norte;Incidente
39336;09/09/2023;RS;Sul;Incidente
39410;12/09/2023;SP;Sudeste;Incidente
39776;21/10/2023;SP;Sudeste;Incidente
40326;31/10/2023;BA;Nordeste;Incidente
38968;06/04/2023;RJ;Sudeste;Incidente
39031;14/09/2023;BA;Nordeste;Incidente
39150;02/10/2023;MS;Centro-Oeste;Incidente
39151;30/09/2023;RS;Sul;Incidente
39666;13/10/2023;SC;Sul;Incidente
39668;23/09/2023;DF;Centro-Oeste;Incidente
39670;22/10/2023;BA;Nordeste;Ocorrência de Solo
39673;18/10/2023;SC;Sul;Incidente
39674;14/10/2023;SP;Sudeste;Incidente
39675;22/10/2023;SP;Sudeste;Incidente
39728;05/10/2023;PE;Nordeste;Incidente
39766;24/10/2023;RS;Sul;Acidente
39774;21/10/2023;PE;Nordeste;Incidente
39777;27/09/2023;PE;Nordeste;Incidente
39950;15/10/2023;GO;Centro-Oeste;Incidente
40188;04/09/2023;SP;Sudeste;Incidente
40189;05/11/2023;SP;Sudeste;Incidente
40190;06/09/2023;CE;Nordeste;Incidente
40193;07/10/2023;SP;Sudeste;Incidente
40195;13/11/2023;MS;Centro-Oeste;Acidente
40249;18/11/2023;AL;Nordeste;Acidente
30283;18/11/2021;PR;Sul;Incidente Grave
30993;13/01/2022;MG;Sudeste;Incidente
30993;13/01/2022;MG;Sudeste;Incidente
31966;02/05/2022;PR;Sul;Incidente
34707;29/10/2022;MT;Centro-Oeste;Acidente
31969;26/04/2022;SC;Sul;Incidente Grave
31969;26/04/2022;SC;Sul;Incidente Grave
34707;29/10/2022;MT;Centro-Oeste;Acidente
34707;29/10/2022;MT;Centro-Oeste;Acidente
36129;22/01/2023;MT;Centro-Oeste;Acidente
37866;29/06/2023;MG;Sudeste;Incidente
37987;11/07/2023;SP;Sudeste;Incidente
37988;05/04/2023;PA;Norte;Incidente Grave
37988;05/04/2023;PA;Norte;Incidente Grave
37988;05/04/2023;PA;Norte;Incidente Grave
38407;11/08/2023;;;Incidente
38408;11/06/2023;SC;Sul;Incidente
38410;09/08/2023;RJ;Sudeste;Incidente
38749;05/09/2023;MS;Centro-Oeste;Incidente Grave
39029;19/04/2023;MS;Centro-Oeste;Incidente
39633;24/10/2023;BA;Nordeste;Incidente
39634;18/10/2023;SP;Sudeste;Incidente
37242;26/04/2023;MA;Nordeste;Incidente
37314;13/05/2023;MT;Centro-Oeste;Acidente
37314;13/05/2023;MT;Centro-Oeste;Acidente
37320;11/05/2023;MA;Nordeste;Acidente
37320;11/05/2023;MA;Nordeste;Acidente
37434;23/05/2023;SP;Sudeste;Incidente
37434;23/05/2023;SP;Sudeste;Incidente
37434;23/05/2023;SP;Sudeste;Incidente
38066;14/07/2023;RR;Norte;Ocorrência Anormal
37434;23/05/2023;SP;Sudeste;Incidente
38230;20/07/2023;RJ;Sudeste;Incidente
38232;25/07/2023;SP;Sudeste;Incidente Grave
38234;17/07/2023;PE;Nordeste;Incidente
38249;14/07/2023;ES;Sudeste;Incidente
38289;26/06/2023;GO;Centro-Oeste;Incidente
38291;22/07/2023;SP;Sudeste;Incidente
38347;14/08/2023;SP;Sudeste;Incidente
38347;14/08/2023;SP;Sudeste;Incidente
38391;17/08/2023;SP;Sudeste;Incidente
38395;08/08/2023;DF;Centro-Oeste;Incidente
30849;29/12/2021;SP;Sudeste;Incidente Grave
30849;29/12/2021;SP;Sudeste;Incidente Grave
31087;02/02/2022;;;Incidente
32191;21/05/2022;RJ;Sudeste;Incidente
32291;03/06/2022;MT;Centro-Oeste;Incidente
33847;28/08/2022;PR;Sul;Incidente
33850;01/09/2022;RS;Sul;Acidente
34246;25/09/2022;SP;Sudeste;Ocorrência Anormal
34246;25/09/2022;SP;Sudeste;Ocorrência Anormal
34986;07/11/2022;SP;Sudeste;Incidente
34988;13/11/2022;SP;Sudeste;Incidente
35209;16/07/2022;RJ;Sudeste;Incidente
35566;18/12/2022;MT;Centro-Oeste;Incidente Grave
35566;18/12/2022;MT;Centro-Oeste;Incidente Grave
35927;08/01/2023;MG;Sudeste;Incidente
35971;17/01/2023;MG;Sudeste;Acidente
35973;28/12/2022;SC;Sul;Incidente
40268;06/11/2023;PR;Sul;Acidente
40270;12/10/2023;RJ;Sudeste;Incidente
40346;15/11/2023;MT;Centro-Oeste;Incidente
40349;15/11/2023;MS;Centro-Oeste;Acidente
40749;27/11/2023;MS;Centro-Oeste;Incidente
40806;04/12/2023;PA;Norte;Acidente
40846;31/07/2023;GO;Centro-Oeste;Incidente
40849;07/07/2023;RS;Sul;Incidente
40887;08/11/2023;SP;Sudeste;Incidente
40889;08/12/2023;PA;Norte;Incidente
40898;08/06/2023;PB;Nordeste;Incidente
40901;12/06/2023;RS;Sul;Incidente
40902;12/06/2023;BA;Nordeste;Incidente
40970;21/11/2023;SP;Sudeste;Incidente
41029;02/11/2023;PR;Sul;Incidente
41032;21/11/2023;RS;Sul;Incidente
41042;27/11/2023;BA;Nordeste;Incidente
41117;24/08/2023;CE;Nordeste;Incidente
41186;11/12/2023;SP;Sudeste;Incidente
41192;03/12/2023;PA;Norte;Incidente
41207;07/12/2023;SC;Sul;Incidente
41270;19/11/2023;RJ;Sudeste;Incidente
41315;09/10/2023;AM;Norte;Incidente
41315;09/10/2023;AM;Norte;Incidente
41316;12/10/2023;PR;Sul;Incidente
41326;15/12/2023;RS;Sul;Incidente
41367;28/10/2023;SP;Sudeste;Incidente
41406;20/11/2023;RJ;Sudeste;Incidente
41407;20/11/2023;SC;Sul;Incidente
41466;27/12/2023;SE;Nordeste;Incidente
41467;22/12/2023;PB;Nordeste;Incidente
41491;19/12/2023;DF;Centro-Oeste;Incidente
41526;26/11/2023;AM;Norte;Incidente
39026;21/09/2023;SP;Sudeste;Incidente
39026;21/09/2023;SP;Sudeste;Incidente
39034;13/09/2023;DF;Centro-Oeste;Incidente
31365;18/02/2022;SP;Sudeste;Acidente
38286;28/07/2023;PI;Nordeste;Incidente
39126;27/09/2023;PR;Sul;Incidente
39136;28/09/2023;PR;Sul;Incidente
39152;28/04/2023;BA;Nordeste;Incidente
39154;29/09/2023;SP;Sudeste;Incidente
39784;19/10/2023;SP;Sudeste;Incidente
40271;20/10/2023;MT;Centro-Oeste;Ocorrência Anormal
40271;20/10/2023;MT;Centro-Oeste;Ocorrência Anormal
40348;09/08/2023;RJ;Sudeste;Incidente
40904;29/11/2023;SP;Sudeste;Incidente
40984;11/10/2023;CE;Nordeste;Incidente
41195;22/11/2023;BA;Nordeste;Incidente
41209;26/11/2023;RS;Sul;Incidente
41266;06/11/2023;SP;Sudeste;Incidente
41321;18/12/2023;PR;Sul;Incidente
41322;18/12/2023;BA;Nordeste;Incidente
41486;19/11/2023;PA;Norte;Incidente
38397;12/08/2023;MT;Centro-Oeste;Acidente
