id;dt_ocorrencia;uf;regiao;classificacao_da_ocorrencia
7762;21/03/2018;SP;Sudeste;Incidente
7759;14/03/2018;MG;Sudeste;Acidente
7758;26/01/2018;GO;Centro-Oeste;Acidente
7758;26/01/2018;GO;Centro-Oeste;Acidente
7757;18/03/2018;RS;Sul;Incidente Grave
5552;07/07/2009;PR;Sul;Acidente
5118;13/10/2006;ES;Sudeste;Acidente
7756;18/03/2018;PE;Nordeste;Incidente Grave
7755;18/03/2018;AL;Nordeste;Incidente Grave
7754;17/03/2018;SP;Sudeste;Incidente Grave
7754;17/03/2018;SP;Sudeste;Incidente Grave
7753;16/03/2018;SP;Sudeste;Acidente
5387;20/08/2002;Indeterminado;;Acidente
5665;20/11/2002;Indeterminado;;Acidente
7752;16/03/2018;SP;Sudeste;Incidente
7526;20/09/2017;MG;Sudeste;Incidente
7525;21/09/2017;MT;Centro-Oeste;Acidente
7524;15/09/2017;RJ;Sudeste;Ocorrência de Solo
7523;17/09/2017;SP;Sudeste;Incidente
7522;15/09/2017;RR;Norte;Acidente
7521;11/09/2017;SP;Sudeste;Incidente
7520;11/09/2017;SP;Sudeste;Incidente
7519;07/09/2017;PR;Sul;Incidente
7518;05/09/2017;PR;Sul;Incidente
7516;02/09/2017;MG;Sudeste;Acidente
7514;11/09/2017;SC;Sul;Incidente
7517;02/08/2017;PE;Nordeste;Incidente
7515;06/09/2017;MT;Centro-Oeste;Incidente Grave
7229;07/02/2017;RJ;Sudeste;Incidente
7228;11/04/2017;SP;Sudeste;Incidente
7227;05/04/2017;RJ;Sudeste;Ocorrência de Solo
7513;08/09/2017;PR;Sul;Incidente
7512;03/09/2017;SP;Sudeste;Acidente
7511;06/09/2017;MG;Sudeste;Acidente
7510;07/09/2017;MG;Sudeste;Incidente
7236;04/05/2017;MG;Sudeste;Incidente
7235;23/04/2017;RS;Sul;Acidente
7234;20/04/2017;BA;Nordeste;Incidente
7233;14/04/2017;MS;Centro-Oeste;Acidente
7232;17/02/2017;AM;Norte;Acidente
7231;04/02/2017;SC;Sul;Incidente
7230;13/02/2017;ES;Sudeste;Incidente
7226;05/04/2017;MG;Sudeste;Incidente
7225;01/04/2017;GO;Centro-Oeste;Acidente
7224;06/02/2017;SP;Sudeste;Acidente
7222;23/01/2017;DF;Centro-Oeste;Incidente
7990;26/02/2011;RJ;Sudeste;Incidente
7989;01/03/2011;RJ;Sudeste;Incidente
7223;18/01/2017;SP;Sudeste;Incidente
7221;14/01/2017;SP;Sudeste;Incidente
7993;10/01/2011;RJ;Sudeste;Incidente
7506;03/07/2017;GO;Centro-Oeste;Incidente
7992;23/01/2011;RN;Nordeste;Incidente
7991;06/02/2011;MT;Centro-Oeste;Incidente
7988;26/03/2011;RJ;Sudeste;Incidente
7986;18/04/2011;SP;Sudeste;Incidente
7987;07/04/2011;PR;Sul;Incidente
7985;29/04/2011;RJ;Sudeste;Incidente
7750;15/03/2018;PA;Norte;Acidente
7748;13/03/2018;SP;Sudeste;Acidente
7749;11/03/2018;SP;Sudeste;Incidente
7747;10/03/2018;PI;Nordeste;Acidente
7746;11/03/2018;PR;Sul;Acidente
7741;07/03/2018;PB;Nordeste;Incidente Grave
7745;11/03/2018;SP;Sudeste;Incidente
7744;07/03/2018;SP;Sudeste;Incidente
7743;08/03/2018;MT;Centro-Oeste;Incidente
7742;04/03/2018;MG;Sudeste;Incidente Grave
7741;07/03/2018;PB;Nordeste;Incidente Grave
7740;07/03/2018;BA;Nordeste;Acidente
7739;08/03/2018;SC;Sul;Acidente
7738;06/03/2018;RS;Sul;Acidente
7508;05/09/2017;MG;Sudeste;Incidente Grave
7507;03/09/2017;GO;Centro-Oeste;Incidente
7509;09/09/2017;PE;Nordeste;Acidente
7505;29/08/2017;RJ;Sudeste;Incidente
7504;08/09/2017;PA;Norte;Acidente
7497;07/06/2017;SP;Sudeste;Incidente
7496;27/08/2017;MG;Sudeste;Incidente
7495;12/08/2017;SP;Sudeste;Incidente
7503;07/09/2017;PA;Norte;Acidente
7501;06/06/2017;MG;Sudeste;Incidente
7500;02/09/2017;MT;Centro-Oeste;Incidente
7499;27/08/2017;ES;Sudeste;Incidente Grave
7498;31/08/2017;MG;Sudeste;Incidente Grave
7494;31/08/2017;BA;Nordeste;Incidente
7220;26/12/2016;PE;Nordeste;Incidente
7219;31/12/2016;SP;Sudeste;Ocorrência de Solo
7218;03/01/2017;RS;Sul;Acidente
7217;27/12/2016;BA;Nordeste;Acidente
7216;26/10/2016;BA;Nordeste;Acidente
7215;28/10/2016;SP;Sudeste;Incidente
7214;14/10/2016;AM;Norte;Incidente
7213;27/10/2016;SP;Sudeste;Incidente
7212;15/02/2017;MT;Centro-Oeste;Incidente
7211;20/02/2017;SP;Sudeste;Incidente
7210;23/02/2017;SC;Sul;Acidente
7984;18/05/2011;DF;Centro-Oeste;Incidente
7983;23/05/2011;DF;Centro-Oeste;Incidente
7982;26/05/2011;MG;Sudeste;Incidente
7979;28/06/2011;RJ;Sudeste;Incidente
7737;06/03/2018;MT;Centro-Oeste;Incidente Grave
7981;28/05/2011;RJ;Sudeste;Incidente
7980;22/06/2011;PA;Norte;Incidente
7735;28/01/2018;RJ;Sudeste;Acidente
7734;19/02/2018;SP;Sudeste;Acidente
7978;01/07/2011;SP;Sudeste;Incidente
7736;24/01/2018;SP;Sudeste;Ocorrência de Solo
7734;19/02/2018;SP;Sudeste;Acidente
7733;17/02/2018;SP;Sudeste;Incidente
7732;22/02/2018;MT;Centro-Oeste;Acidente
7731;09/02/2018;MT;Centro-Oeste;Acidente
7731;09/02/2018;MT;Centro-Oeste;Acidente
7730;01/03/2018;SP;Sudeste;Ocorrência de Solo
7729;15/02/2018;MS;Centro-Oeste;Acidente
7727;25/02/2018;SP;Sudeste;Acidente
7728;22/02/2018;GO;Centro-Oeste;Acidente
7726;24/02/2018;AM;Norte;Incidente
7489;21/08/2017;RJ;Sudeste;Incidente
7488;17/08/2017;GO;Centro-Oeste;Incidente
7487;10/08/2017;MT;Centro-Oeste;Incidente
7725;04/03/2018;RS;Sul;Acidente
7493;20/08/2017;MT;Centro-Oeste;Incidente Grave
7492;29/08/2017;SP;Sudeste;Incidente
7491;27/08/2017;ES;Sudeste;Incidente Grave
7490;20/08/2017;TO;Norte;Acidente
7486;22/08/2017;AM;Norte;Acidente
7485;20/08/2017;SP;Sudeste;Incidente
7484;16/08/2017;BA;Nordeste;Incidente
7483;24/07/2017;GO;Centro-Oeste;Incidente
7482;17/08/2017;RJ;Sudeste;Incidente Grave
7481;19/07/2017;RJ;Sudeste;Incidente Grave
7480;11/08/2017;AC;Norte;Incidente
7479;30/07/2017;PA;Norte;Incidente
7474;08/08/2017;PA;Norte;Incidente Grave
7206;08/04/2017;PI;Nordeste;Acidente
7209;04/12/2016;SP;Sudeste;Incidente
7208;10/04/2017;MG;Sudeste;Acidente
7207;06/04/2017;SP;Sudeste;Incidente
7205;13/04/2017;MS;Centro-Oeste;Acidente
7204;04/01/2017;RJ;Sudeste;Ocorrência de Solo
7203;04/01/2017;GO;Centro-Oeste;Acidente
7203;04/01/2017;GO;Centro-Oeste;Acidente
7202;05/01/2017;PR;Sul;Acidente
7201;07/12/2016;SP;Sudeste;Incidente
7200;02/12/2016;SP;Sudeste;Incidente Grave
7199;01/12/2016;SP;Sudeste;Incidente
7198;05/12/2016;PR;Sul;Acidente
7197;12/10/2016;SP;Sudeste;Incidente
7975;16/07/2011;AM;Norte;Incidente
7974;20/07/2011;MG;Sudeste;Incidente
7196;19/09/2016;DF;Centro-Oeste;Incidente
7977;04/07/2011;SC;Sul;Incidente
7976;15/07/2011;RJ;Sudeste;Incidente
7973;03/08/2011;RJ;Sudeste;Incidente
7972;07/08/2011;AM;Norte;Incidente
7970;14/08/2013;MS;Centro-Oeste;Incidente
7969;11/06/2014;SP;Sudeste;Incidente
7971;12/08/2011;RJ;Sudeste;Incidente
7968;12/11/2014;PA;Norte;Incidente
7967;20/12/2014;PR;Sul;Incidente
7966;05/02/2015;PA;Norte;Incidente
7965;08/02/2015;MG;Sudeste;Incidente
7724;01/02/2018;SP;Sudeste;Incidente
7723;14/02/2018;SP;Sudeste;Incidente Grave
7722;01/03/2018;SP;Sudeste;Incidente
7721;22/02/2018;AM;Norte;Acidente
7716;27/02/2018;MS;Centro-Oeste;Acidente
7715;25/01/2018;MT;Centro-Oeste;Incidente Grave
7720;28/02/2018;PA;Norte;Acidente
7720;28/02/2018;PA;Norte;Acidente
7718;17/02/2018;SC;Sul;Acidente
7717;26/02/2018;RS;Sul;Acidente
7719;26/02/2018;SP;Sudeste;Incidente
7715;25/01/2018;MT;Centro-Oeste;Incidente Grave
7714;09/01/2018;PA;Norte;Incidente
7471;05/02/2011;RJ;Sudeste;Incidente
7470;12/05/2011;SP;Sudeste;Incidente
7712;22/02/2018;DF;Centro-Oeste;Incidente Grave
7473;12/08/2017;GO;Centro-Oeste;Acidente
7469;24/03/2010;RJ;Sudeste;Incidente
7464;15/12/2010;PR;Sul;Incidente
7466;19/07/2010;SP;Sudeste;Incidente
7465;06/02/2010;AC;Norte;Incidente
7461;08/11/2013;MG;Sudeste;Incidente
7460;04/08/2010;PR;Sul;Incidente
7462;27/01/2014;DF;Centro-Oeste;Incidente
7459;18/02/2015;PE;Nordeste;Incidente
7458;17/06/2015;PR;Sul;Acidente
7457;28/05/2017;MS;Centro-Oeste;Acidente
7456;05/03/2002;DF;Centro-Oeste;Incidente
7194;12/10/2016;RR;Norte;Acidente
7194;12/10/2016;RR;Norte;Acidente
7193;15/02/2017;SP;Sudeste;Incidente
7192;07/03/2017;DF;Centro-Oeste;Ocorrência de Solo
7191;04/02/2017;BA;Nordeste;Acidente
7190;08/02/2017;BA;Nordeste;Acidente
7190;08/02/2017;BA;Nordeste;Acidente
7189;03/02/2017;PR;Sul;Incidente
7963;16/05/2015;PE;Nordeste;Incidente
7188;05/02/2017;PA;Norte;Acidente
7188;05/02/2017;PA;Norte;Acidente
7187;30/01/2017;PR;Sul;Incidente
7184;31/03/2017;MG;Sudeste;Incidente
7183;05/04/2017;SP;Sudeste;Incidente
7186;28/01/2017;BA;Nordeste;Incidente Grave
7185;27/01/2017;RS;Sul;Ocorrência de Solo
7182;04/04/2017;CE;Nordeste;Ocorrência de Solo
7181;13/03/2017;MT;Centro-Oeste;Acidente
7964;10/03/2015;SC;Sul;Incidente
7962;10/06/2015;SC;Sul;Incidente
7961;26/07/2018;MS;Centro-Oeste;Incidente Grave
7960;05/07/2015;GO;Centro-Oeste;Incidente
7959;07/07/2015;MG;Sudeste;Incidente
7954;13/06/2017;TO;Norte;Incidente
7953;03/09/2017;GO;Centro-Oeste;Incidente
7951;18/01/2018;MS;Centro-Oeste;Incidente
7950;17/05/2018;MG;Sudeste;Incidente Grave
7949;21/03/2018;SP;Sudeste;Incidente
7948;23/07/2018;SP;Sudeste;Incidente
7947;20/07/2018;AM;Norte;Ocorrência de Solo
7946;05/07/2018;MG;Sudeste;Ocorrência de Solo
7945;22/07/2018;PR;Sul;Acidente
7944;21/07/2018;RJ;Sudeste;Acidente
7943;20/07/2018;SP;Sudeste;Incidente
7711;03/02/2018;SP;Sudeste;Incidente Grave
7710;08/02/2018;RS;Sul;Acidente
7709;18/02/2018;BA;Nordeste;Acidente
7708;28/02/2018;RS;Sul;Incidente Grave
7708;28/02/2018;RS;Sul;Incidente Grave
7707;25/01/2018;PE;Nordeste;Ocorrência de Solo
7706;15/12/2017;PR;Sul;Incidente
7704;19/01/2018;RS;Sul;Acidente
7703;18/01/2018;MG;Sudeste;Acidente
7703;18/01/2018;MG;Sudeste;Acidente
7455;09/08/2017;DF;Centro-Oeste;Incidente
7702;13/01/2018;BA;Nordeste;Acidente
7702;13/01/2018;BA;Nordeste;Acidente
7454;28/07/2017;ES;Sudeste;Ocorrência de Solo
7453;08/08/2017;MG;Sudeste;Acidente
7453;08/08/2017;MG;Sudeste;Acidente
7701;13/01/2018;ES;Sudeste;Acidente
7700;23/01/2018;PA;Norte;Acidente
7452;06/08/2017;AM;Norte;Acidente
7450;03/08/2017;PR;Sul;Incidente
7451;04/08/2017;GO;Centro-Oeste;Incidente
7449;01/08/2017;PA;Norte;Acidente
7443;05/08/2017;PR;Sul;Incidente
7442;02/08/2017;SP;Sudeste;Incidente Grave
7441;01/08/2017;RJ;Sudeste;Incidente
7440;01/07/2017;SP;Sudeste;Incidente
7439;03/08/2017;SP;Sudeste;Incidente
7437;28/07/2017;RS;Sul;Incidente Grave
7436;27/07/2017;SP;Sudeste;Acidente
7435;30/07/2017;SP;Sudeste;Acidente
7434;16/07/2017;SP;Sudeste;Incidente
7433;20/07/2017;MT;Centro-Oeste;Acidente
7432;26/07/2017;PR;Sul;Incidente
7431;24/07/2017;MG;Sudeste;Acidente
7430;04/08/2007;PE;Nordeste;Acidente
7179;20/01/2017;RJ;Sudeste;Incidente
7178;19/01/2017;SP;Sudeste;Incidente
7177;16/01/2017;SP;Sudeste;Incidente
7176;29/04/2017;RS;Sul;Ocorrência de Solo
7175;02/06/2017;SC;Sul;Incidente Grave
7174;27/05/2017;SP;Sudeste;Incidente
7173;30/12/2016;GO;Centro-Oeste;Incidente
7172;03/02/2017;PA;Norte;Incidente
7171;15/12/2016;SP;Sudeste;Incidente
7170;18/01/2017;SE;Nordeste;Incidente
7169;18/01/2017;CE;Nordeste;Acidente
7168;23/12/2016;SP;Sudeste;Acidente
7167;13/12/2016;MT;Centro-Oeste;Acidente
7166;08/12/2016;GO;Centro-Oeste;Incidente Grave
7166;08/12/2016;GO;Centro-Oeste;Incidente Grave
7165;19/11/2016;MG;Sudeste;Acidente
7164;28/11/2016;SP;Sudeste;Incidente Grave
7164;28/11/2016;SP;Sudeste;Incidente Grave
7941;13/07/2018;PE;Nordeste;Incidente
7940;22/07/2018;BA;Nordeste;Incidente Grave
7942;20/07/2018;MA;Nordeste;Acidente
7940;22/07/2018;BA;Nordeste;Incidente Grave
7939;20/07/2018;SP;Sudeste;Incidente
7938;18/07/2018;DF;Centro-Oeste;Ocorrência de Solo
7937;18/07/2018;RS;Sul;Incidente Grave
7937;18/07/2018;RS;Sul;Incidente Grave
7936;18/07/2018;CE;Nordeste;Incidente
7935;01/08/2014;MS;Centro-Oeste;Incidente Grave
7934;17/07/2018;BA;Nordeste;Incidente
7932;25/05/2018;GO;Centro-Oeste;Incidente Grave
7932;25/05/2018;GO;Centro-Oeste;Incidente Grave
7931;13/07/2018;CE;Nordeste;Incidente
7930;16/07/2018;PR;Sul;Incidente Grave
7699;23/01/2018;GO;Centro-Oeste;Incidente
7698;26/01/2018;RS;Sul;Acidente
7696;12/02/2018;SP;Sudeste;Acidente
7695;11/02/2018;AC;Norte;Acidente
7688;14/02/2018;RS;Sul;Acidente
7693;01/02/2018;RS;Sul;Acidente
7692;07/02/2018;MA;Nordeste;Ocorrência de Solo
7691;07/02/2018;ES;Sudeste;Incidente
7690;09/02/2018;SP;Sudeste;Incidente
7689;08/02/2018;SP;Sudeste;Incidente
7687;21/01/2018;ES;Sudeste;Acidente
7687;21/01/2018;ES;Sudeste;Acidente
7686;20/11/2017;PR;Sul;Ocorrência de Solo
7424;19/07/2017;CE;Nordeste;Incidente
7423;17/07/2017;MG;Sudeste;Incidente
7412;30/06/2017;SP;Sudeste;Incidente
7685;18/01/2018;BA;Nordeste;Acidente
7429;24/07/2017;PR;Sul;Incidente
7428;25/07/2017;CE;Nordeste;Incidente
7427;25/07/2017;PA;Norte;Ocorrência de Solo
7426;25/07/2017;SP;Sudeste;Incidente
7425;21/07/2017;RJ;Sudeste;Incidente
7422;21/07/2017;PR;Sul;Acidente
7421;03/06/2017;RJ;Sudeste;Incidente
7420;17/07/2017;RJ;Sudeste;Incidente
7417;01/07/2017;GO;Centro-Oeste;Incidente
7417;01/07/2017;GO;Centro-Oeste;Incidente
7419;17/07/2017;PR;Sul;Acidente
7416;26/06/2017;PR;Sul;Incidente
7415;17/07/2017;SP;Sudeste;Incidente
7414;13/07/2017;SC;Sul;Incidente
7413;15/07/2017;PR;Sul;Incidente
7411;04/07/2017;SP;Sudeste;Acidente
7195;13/10/2016;RS;Sul;Acidente
7149;12/12/2016;RS;Sul;Incidente
7148;10/06/2017;TO;Norte;Incidente
7147;02/06/2017;AM;Norte;Acidente
7146;28/05/2017;MS;Centro-Oeste;Acidente
7145;24/05/2017;AM;Norte;Incidente
7144;16/09/2016;AM;Norte;Acidente
7143;21/09/2016;SP;Sudeste;Acidente
7142;19/09/2016;MS;Centro-Oeste;Acidente
7141;18/09/2016;SP;Sudeste;Acidente
7141;18/09/2016;SP;Sudeste;Acidente
7140;24/09/2016;SP;Sudeste;Incidente Grave
7139;23/09/2016;PR;Sul;Acidente
7138;24/09/2016;PR;Sul;Acidente
7137;29/09/2016;SP;Sudeste;Incidente
7136;28/04/2017;MG;Sudeste;Incidente
7135;21/04/2017;SP;Sudeste;Acidente
7134;28/12/2016;GO;Centro-Oeste;Incidente
7929;09/07/2018;MG;Sudeste;Incidente
7928;05/07/2018;MG;Sudeste;Incidente Grave
7927;09/07/2017;MS;Centro-Oeste;Incidente
7926;10/07/2018;PR;Sul;Incidente
7925;10/07/2018;RJ;Sudeste;Incidente
7924;11/10/2017;PA;Norte;Acidente
7923;10/04/2018;MS;Centro-Oeste;Acidente
7923;10/04/2018;MS;Centro-Oeste;Acidente
7922;03/07/2018;PA;Norte;Acidente
7920;12/07/2018;SP;Sudeste;Acidente
7920;12/07/2018;SP;Sudeste;Acidente
7919;16/07/2018;MG;Sudeste;Acidente
7918;14/07/2018;MG;Sudeste;Acidente
7917;22/07/2018;PR;Sul;Acidente
7917;22/07/2018;PR;Sul;Acidente
7915;10/07/2018;PA;Norte;Incidente
7912;04/07/2018;MT;Centro-Oeste;Incidente
7911;28/06/2018;RS;Sul;Incidente
7910;09/07/2018;MG;Sudeste;Incidente
7684;19/01/2018;RS;Sul;Acidente
7683;26/12/2017;SP;Sudeste;Incidente
7682;10/01/2018;RS;Sul;Acidente
7681;10/01/2018;RS;Sul;Acidente
7679;15/01/2018;BA;Nordeste;Incidente
7680;17/01/2018;SP;Sudeste;Incidente
7678;15/01/2018;CE;Nordeste;Acidente
7677;11/01/2018;RS;Sul;Incidente
7676;14/01/2018;SP;Sudeste;Acidente
7675;12/01/2018;RS;Sul;Incidente
7674;04/01/2018;MG;Sudeste;Incidente
7673;10/01/2018;RS;Sul;Acidente
7672;05/01/2018;PR;Sul;Incidente
7671;06/01/2018;SC;Sul;Acidente
7670;04/01/2018;MS;Centro-Oeste;Incidente
7410;09/07/2017;SP;Sudeste;Incidente
7409;05/07/2017;RJ;Sudeste;Acidente
7408;09/07/2017;PR;Sul;Acidente
7407;11/07/2017;RJ;Sudeste;Ocorrência de Solo
7406;11/07/2017;RS;Sul;Incidente
7405;09/07/2017;AM;Norte;Incidente
7404;09/07/2017;MA;Nordeste;Incidente
7403;08/07/2017;MT;Centro-Oeste;Acidente
7402;10/07/2017;SC;Sul;Incidente Grave
7401;07/07/2017;SC;Sul;Incidente
7399;11/07/2017;SP;Sudeste;Acidente
7398;13/06/2017;RJ;Sudeste;Ocorrência de Solo
7400;09/07/2017;PR;Sul;Incidente
7397;13/05/2017;RO;Norte;Incidente
7396;04/07/2017;PA;Norte;Incidente
7133;01/05/2017;GO;Centro-Oeste;Ocorrência de Solo
7131;04/12/2016;SP;Sudeste;Acidente
7180;24/01/2017;GO;Centro-Oeste;Acidente
7132;03/12/2016;PE;Nordeste;Incidente Grave
7130;02/12/2016;CE;Nordeste;Incidente
7128;28/12/2016;ES;Sudeste;Acidente
7128;28/12/2016;ES;Sudeste;Acidente
7129;14/11/2016;RS;Sul;Acidente
7127;03/01/2017;RJ;Sudeste;Incidente
7126;09/01/2017;MT;Centro-Oeste;Ocorrência de Solo
7125;10/01/2017;PR;Sul;Ocorrência de Solo
7124;04/02/2017;RS;Sul;Acidente
7123;13/01/2017;SP;Sudeste;Acidente
7122;14/01/2017;PR;Sul;Acidente
7121;12/01/2017;MG;Sudeste;Incidente
7909;08/07/2018;SP;Sudeste;Acidente
7909;08/07/2018;SP;Sudeste;Acidente
7908;08/07/2018;SP;Sudeste;Incidente
7907;15/06/2018;MG;Sudeste;Incidente
7906;27/06/2018;MT;Centro-Oeste;Acidente
7906;27/06/2018;MT;Centro-Oeste;Acidente
7904;01/07/2018;MG;Sudeste;Incidente
7903;01/07/2018;MG;Sudeste;Acidente
7902;02/07/2018;RJ;Sudeste;Incidente Grave
7901;17/05/2018;ES;Sudeste;Ocorrência de Solo
7900;02/07/2018;SP;Sudeste;Incidente
7899;30/06/2018;RS;Sul;Acidente
7661;30/11/2017;SP;Sudeste;Incidente Grave
7660;26/12/2017;RJ;Sudeste;Incidente
7899;30/06/2018;RS;Sul;Acidente
7898;29/06/2018;PA;Norte;Acidente
7897;27/06/2018;PA;Norte;Acidente
7895;26/06/2018;SP;Sudeste;Incidente
7894;26/06/2018;RS;Sul;Ocorrência de Solo
7896;20/06/2018;PR;Sul;Incidente
7893;23/06/2018;MG;Sudeste;Incidente
7669;04/01/2018;BA;Nordeste;Incidente Grave
7668;05/01/2018;RJ;Sudeste;Incidente
7666;05/01/2018;SP;Sudeste;Incidente
7667;04/01/2018;RJ;Sudeste;Incidente Grave
7665;03/01/2018;RS;Sul;Incidente Grave
7664;03/01/2018;BA;Nordeste;Incidente
7663;28/12/2017;CE;Nordeste;Ocorrência de Solo
7661;30/11/2017;SP;Sudeste;Incidente Grave
7659;23/12/2017;SP;Sudeste;Ocorrência de Solo
7658;30/12/2017;RS;Sul;Acidente
7657;29/12/2017;SP;Sudeste;Incidente Grave
7656;23/12/2017;MG;Sudeste;Incidente Grave
7395;03/07/2017;RR;Norte;Acidente
7394;24/06/2017;PR;Sul;Incidente
7655;23/12/2017;RJ;Sudeste;Incidente
7654;28/12/2017;TO;Norte;Incidente
7393;28/06/2017;SP;Sudeste;Incidente
7392;28/06/2017;MG;Sudeste;Ocorrência de Solo
7391;25/06/2017;MG;Sudeste;Incidente
7390;25/06/2017;GO;Centro-Oeste;Acidente
7389;17/04/2017;SP;Sudeste;Incidente
7388;21/06/2017;RR;Norte;Acidente
7387;16/06/2017;MT;Centro-Oeste;Ocorrência de Solo
7386;19/06/2017;MT;Centro-Oeste;Incidente Grave
7385;13/06/2017;TO;Norte;Incidente
7384;10/06/2017;MT;Centro-Oeste;Incidente
7383;15/06/2017;MG;Sudeste;Incidente
7382;14/06/2017;RR;Norte;Acidente
7381;15/06/2017;PA;Norte;Incidente
7379;11/06/2017;RS;Sul;Incidente
7378;14/06/2017;RR;Norte;Acidente
7362;11/02/2017;SP;Sudeste;Acidente
7163;17/11/2016;SC;Sul;Incidente
7162;04/12/2016;PR;Sul;Incidente
7160;07/12/2016;SP;Sudeste;Incidente
7161;24/11/2016;RS;Sul;Acidente
7159;29/11/2016;SC;Sul;Acidente
7158;10/12/2016;SC;Sul;Acidente
7156;05/05/2017;RS;Sul;Incidente
7155;25/04/2017;SP;Sudeste;Incidente
7157;04/12/2016;RS;Sul;Acidente
7154;04/05/2017;SP;Sudeste;Incidente
7153;09/05/2017;SC;Sul;Incidente
7152;10/12/2016;RS;Sul;Incidente Grave
7151;07/12/2016;SP;Sudeste;Incidente Grave
7151;07/12/2016;SP;Sudeste;Incidente Grave
7150;17/11/2016;SP;Sudeste;Incidente
7892;28/06/2018;PA;Norte;Incidente
7891;25/06/2018;PA;Norte;Acidente
7880;16/06/2018;PA;Norte;Acidente
7653;27/12/2017;GO;Centro-Oeste;Incidente Grave
7890;23/06/2018;RS;Sul;Incidente
7889;16/06/2018;SP;Sudeste;Incidente
7888;23/06/2018;CE;Nordeste;Acidente
7887;22/06/2018;SP;Sudeste;Incidente
7884;16/06/2018;SC;Sul;Incidente
7886;23/06/2018;PA;Norte;Acidente
7885;19/06/2018;SP;Sudeste;Incidente
7883;17/06/2018;MS;Centro-Oeste;Acidente
7882;17/06/2018;RS;Sul;Incidente
7881;16/06/2018;MG;Sudeste;Acidente
7652;27/12/2017;BA;Nordeste;Incidente
7651;19/12/2017;SP;Sudeste;Ocorrência de Solo
7650;11/11/2017;MG;Sudeste;Incidente
7649;06/11/2017;MG;Sudeste;Incidente
7648;09/12/2017;MT;Centro-Oeste;Acidente
7647;11/12/2017;SP;Sudeste;Incidente Grave
7646;13/12/2017;RS;Sul;Incidente
7644;03/12/2017;PA;Norte;Acidente
5409;25/12/2009;AM;Norte;Acidente
7644;03/12/2017;PA;Norte;Acidente
7642;10/12/2017;SP;Sudeste;Incidente
7361;28/01/2017;RJ;Sudeste;Incidente
7645;10/12/2017;SP;Sudeste;Incidente
7357;02/03/2017;MT;Centro-Oeste;Incidente Grave
7356;27/02/2017;MT;Centro-Oeste;Incidente
7643;08/12/2017;PA;Norte;Acidente
7360;10/02/2017;SP;Sudeste;Incidente
7359;04/02/2017;PA;Norte;Incidente Grave
7358;11/04/2017;MT;Centro-Oeste;Acidente
7355;13/03/2017;RS;Sul;Acidente
7354;10/02/2017;SP;Sudeste;Acidente
7353;04/02/2017;RS;Sul;Acidente
7878;11/06/2018;PR;Sul;Incidente
7874;07/06/2018;RJ;Sudeste;Incidente
7869;06/06/2018;RS;Sul;Acidente
7352;03/02/2017;PR;Sul;Acidente
7351;01/02/2017;RS;Sul;Acidente
8133;27/09/2018;AM;Norte;Incidente Grave
8132;25/09/2018;MS;Centro-Oeste;Incidente
8133;27/09/2018;AM;Norte;Incidente Grave
8131;27/09/2018;MG;Sudeste;Incidente
8129;27/09/2018;SP;Sudeste;Incidente
8126;24/09/2018;PR;Sul;Acidente
8130;26/09/2018;SP;Sudeste;Incidente Grave
8127;21/09/2018;MT;Centro-Oeste;Incidente Grave
8127;21/09/2018;MT;Centro-Oeste;Incidente Grave
8123;18/09/2018;PA;Norte;Incidente
8125;22/09/2018;SP;Sudeste;Acidente
8124;19/09/2018;BA;Nordeste;Incidente
8122;19/09/2018;AM;Norte;Incidente
8121;14/08/2018;MG;Sudeste;Incidente
7879;21/05/2018;RJ;Sudeste;Incidente
7877;09/06/2018;SP;Sudeste;Incidente
7876;02/06/2018;SP;Sudeste;Incidente
7875;08/06/2018;SP;Sudeste;Acidente
7875;08/06/2018;SP;Sudeste;Acidente
7873;10/06/2018;SP;Sudeste;Incidente
7872;09/06/2018;RJ;Sudeste;Incidente
7871;09/06/2018;MG;Sudeste;Incidente
7870;03/06/2018;SP;Sudeste;Incidente Grave
7870;03/06/2018;SP;Sudeste;Incidente Grave
7868;05/06/2018;SP;Sudeste;Incidente
7867;31/05/2018;PI;Nordeste;Incidente
7641;09/12/2017;BA;Nordeste;Incidente
7639;09/12/2017;MG;Sudeste;Acidente
7345;22/01/2017;MG;Sudeste;Acidente
7640;07/12/2017;CE;Nordeste;Incidente
7638;27/11/2017;PR;Sul;Incidente
7637;29/11/2017;RS;Sul;Incidente
7344;19/01/2017;RJ;Sudeste;Acidente
7636;09/12/2017;RS;Sul;Incidente Grave
7635;09/12/2017;GO;Centro-Oeste;Incidente Grave
7634;07/12/2017;SC;Sul;Incidente
7632;06/12/2017;SC;Sul;Acidente
7633;03/12/2017;MS;Centro-Oeste;Acidente
7633;03/12/2017;MS;Centro-Oeste;Acidente
7631;29/11/2017;BA;Nordeste;Incidente
7630;18/11/2017;ES;Sudeste;Incidente
7629;06/12/2017;MG;Sudeste;Incidente
7348;31/12/2016;MG;Sudeste;Acidente
7350;26/01/2017;ES;Sudeste;Incidente
7349;20/01/2017;PA;Norte;Acidente
7347;09/02/2017;PA;Norte;Acidente
7346;14/01/2017;PA;Norte;Acidente
7343;24/03/2017;SP;Sudeste;Incidente
7342;24/03/2017;SP;Sudeste;Acidente
7341;30/03/2017;PE;Nordeste;Incidente
